vehicle_id,bus_stop_name,expected_arrival,time_of_req,direction,arrived
10640_490008898F_2020-04-16_out_0,St Charles Square,2020-04-16 04:50:00,2020-04-16 04:49:12,out,1
11808_490003256N_2020-04-16_in_0,All Souls Avenue,2020-04-16 04:49:23,2020-04-16 04:21:02,in,1
11484_490000119M_2020-04-16_out_0,Hyde Park Corner Station,2020-04-16 04:50:59,2020-04-16 04:49:30,out,1
10271_490G00019160_2020-04-16_in_0,Ladbroke Road,2020-04-16 04:49:27,2020-04-16 04:40:06,in,1
19643_490007544Q_2020-04-16_in_0,Grosvenor Gardens,2020-04-16 04:53:31,2020-04-16 04:53:44,in,1
11808_490G00014088_2020-04-16_in_0,Villiers Road,2020-04-16 04:50:57,2020-04-16 04:49:51,in,1
11484_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 04:52:15,2020-04-16 04:44:00,out,1
11744_490001161N1_2020-04-16_in_0,Wrentham Avenue,2020-04-16 04:52:24,2020-04-16 04:49:05,in,1
10271_490012550N_2020-04-16_in_0,Stanley Gardens,2020-04-16 04:49:20,2020-04-16 04:49:16,in,1
11808_490014687W1_2020-04-16_in_0,Pound Lane,2020-04-16 04:52:09,2020-04-16 04:49:25,in,1
11808_490014691W2_2020-04-16_in_0,Willesden Green Library,2020-04-16 04:49:58,2020-04-16 04:49:31,in,1
19668_490012147E_2020-04-16_out_0,Hanover Road,2020-04-16 04:54:19,2020-04-16 04:53:26,out,1
10640_490G00008897_2020-04-16_out_0,Ladbroke Grove Sainsbury's,2020-04-16 04:51:23,2020-04-16 04:39:47,out,1
19669_490000167G_2020-04-16_out_0,Notting Hill Gate Station,2020-04-16 04:50:10,2020-04-16 04:43:42,out,1
19669_490010536K_2020-04-16_out_0,York House Place / Kensington High St,2020-04-16 04:53:20,2020-04-16 04:48:57,out,1
19669_490000167K_2020-04-16_out_0,Palace Gardens Terr / Notting Hill Gte,2020-04-16 04:50:56,2020-04-16 04:49:21,out,1
10640_490012550S_2020-04-16_out_0,Chepstow Villas,2020-04-16 04:53:56,2020-04-16 04:53:40,out,1
10271_490G00003399_2020-04-16_in_0,Portobello and Golborne Market,2020-04-16 04:50:09,2020-04-16 04:49:54,in,1
19643_490014728S_2020-04-16_in_0,Wilton Street,2020-04-16 04:54:31,2020-04-16 04:53:50,in,1
11744_490010521N_2020-04-16_in_0,Okehampton Road,2020-04-16 04:53:25,2020-04-16 04:39:33,in,1
10271_490004737S_2020-04-16_in_0,Kensal House,2020-04-16 04:54:39,2020-04-16 04:49:39,in,1
11484_490014050C_2020-04-16_out_0,Victoria Bus Station,2020-04-16 04:55:00,2020-04-16 04:53:37,out,1
10640_490000167K_2020-04-16_out_0,Palace Gardens Terr / Notting Hill Gte,2020-04-16 04:56:00,2020-04-16 04:53:17,out,1
10271_490G00008897_2020-04-16_in_0,Ladbroke Grove Sainsbury's,2020-04-16 04:54:54,2020-04-16 04:53:03,in,1
19643_490G00119S_2020-04-16_in_0,Hyde Park Corner,2020-04-16 04:55:18,2020-04-16 04:53:39,in,1
19669_490011750W_2020-04-16_out_0,Royal Albert Hall,2020-04-16 04:55:21,2020-04-16 04:53:35,out,1
19669_490000130KE_2020-04-16_out_0,Knightsbridge Station  / Harrods,2020-04-16 04:57:59,2020-04-16 04:53:47,out,1
19668_490010521N_2020-04-16_out_0,Okehampton Road,2020-04-16 04:56:24,2020-04-16 04:53:41,out,1
19668_490001161S1_2020-04-16_out_0,Kensal Rise Station,2020-04-16 04:56:34,2020-04-16 04:53:13,out,1
10271_490003583S_2020-04-16_in_0,Banister Road,2020-04-16 04:57:06,2020-04-16 04:53:46,in,1
19668_490014619S_2020-04-16_out_0,Whitmore Gardens,2020-04-16 04:56:02,2020-04-16 04:53:00,out,1
19669_490011198W_2020-04-16_out_0,Prince Of Wales Gate,2020-04-16 04:56:59,2020-04-16 04:53:29,out,1
10271_490007860N_2020-04-16_in_0,Kilburn Lane / Harrow Road,2020-04-16 04:56:13,2020-04-16 04:52:57,in,1
11744_490G00014688_2020-04-16_in_0,Strode Road,2020-04-16 04:55:35,2020-04-16 04:53:19,in,1
19669_490G00019923_2020-04-16_out_0,Queen's Gate,2020-04-16 04:55:13,2020-04-16 04:53:31,out,1
19643_490000119M_2020-04-16_in_0,Hyde Park Corner Station,2020-04-16 04:56:01,2020-04-16 04:53:23,in,1
19643_490000130KE_2020-04-16_in_0,Knightsbridge Station  / Harrods,2020-04-16 04:57:30,2020-04-16 04:52:59,in,1
19669_490G00011822_2020-04-16_out_0,Rutland Gardens,2020-04-16 04:57:23,2020-04-16 04:53:33,out,1
11744_490G00014088_2020-04-16_in_0,Villiers Road,2020-04-16 04:55:10,2020-04-16 04:53:46,in,1
10640_490012055N_2020-04-16_out_0,Sheffield Terrace,2020-04-16 04:57:12,2020-04-16 04:49:20,out,1
10640_490000167G_2020-04-16_out_0,Notting Hill Gate Station,2020-04-16 04:55:01,2020-04-16 04:53:34,out,1
19668_490G00012622_2020-04-16_out_0,Station Terrace,2020-04-16 04:57:02,2020-04-16 04:53:19,out,1
19668_490003256N_2020-04-16_out_0,All Souls Avenue,2020-04-16 04:55:40,2020-04-16 04:53:42,out,1
11744_490014687W1_2020-04-16_in_0,Pound Lane,2020-04-16 04:57:19,2020-04-16 04:53:20,in,1
10640_490011750W_2020-04-16_out_0,Royal Albert Hall,2020-04-16 05:03:46,2020-04-16 05:03:12,out,1
19669_490004555P_2020-04-16_out_0,Buckingham Palace Rd / Bressenden Place,2020-04-16 05:03:33,2020-04-16 04:53:45,out,1
19668_490007860S_2020-04-16_out_0,Harrow Road / Kilburn Lane,2020-04-16 05:00:20,2020-04-16 04:59:03,out,1
19668_490G00008897_2020-04-16_out_0,Ladbroke Grove Sainsbury's,2020-04-16 05:02:14,2020-04-16 04:59:07,out,1
19643_490006691W_2020-04-16_in_0,Exhibition Road,2020-04-16 04:59:33,2020-04-16 04:53:11,in,1
19668_490000167G_2020-04-16_out_0,Notting Hill Gate Station,2020-04-16 05:08:11,2020-04-16 04:53:34,out,1
19643_490012055N_2020-04-16_in_0,Sheffield Terrace,2020-04-16 05:03:42,2020-04-16 05:02:32,in,1
19669_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 05:01:24,2020-04-16 04:59:42,out,1
19643_490012550N_2020-04-16_in_0,Stanley Gardens,2020-04-16 05:06:11,2020-04-16 05:02:47,in,1
10640_490G00010728_2020-04-16_out_0,Palace Gate,2020-04-16 05:00:04,2020-04-16 04:59:17,out,1
19668_490004737S_2020-04-16_out_0,Kensal House,2020-04-16 05:02:47,2020-04-16 04:59:21,out,1
19643_490011750W_2020-04-16_in_0,Royal Albert Hall,2020-04-16 05:00:32,2020-04-16 04:53:12,in,1
10640_490000119M_2020-04-16_out_0,Hyde Park Corner Station,2020-04-16 05:08:04,2020-04-16 05:03:01,out,1
19405_490010521N_2020-04-16_out_0,Okehampton Road,2020-04-16 05:08:43,2020-04-16 05:03:17,out,1
19405_490G00014088_2020-04-16_out_0,Villiers Road,2020-04-16 05:04:47,2020-04-16 05:03:28,out,1
10271_490G00014088_2020-04-16_in_0,Villiers Road,2020-04-16 05:02:15,2020-04-16 04:59:37,in,1
19405_490014687E_2020-04-16_out_0,Willesden Bus Garage,2020-04-16 05:04:07,2020-04-16 05:02:42,out,1
19643_490011198W_2020-04-16_in_0,Prince Of Wales Gate,2020-04-16 04:58:55,2020-04-16 04:52:54,in,1
10271_490012147E_2020-04-16_in_0,Hanover Road,2020-04-16 04:59:49,2020-04-16 04:59:05,in,1
19668_490005139C_2020-04-16_out_0,Chesterton Road,2020-04-16 05:04:25,2020-04-16 04:58:55,out,1
10271_490G00014688_2020-04-16_in_0,Strode Road,2020-04-16 05:02:45,2020-04-16 04:59:10,in,1
19643_490G00010728_2020-04-16_in_0,Palace Gate,2020-04-16 05:01:53,2020-04-16 04:59:35,in,1
19643_490011761M_2020-04-16_in_0,Kensington Palace,2020-04-16 05:02:55,2020-04-16 04:59:40,in,1
10271_490001161N1_2020-04-16_in_0,Wrentham Avenue,2020-04-16 05:00:39,2020-04-16 04:49:05,in,1
19405_490012147E_2020-04-16_out_0,Hanover Road,2020-04-16 05:08:28,2020-04-16 05:03:02,out,1
10640_490G00019923_2020-04-16_out_0,Queen's Gate,2020-04-16 05:03:04,2020-04-16 05:03:07,out,1
19643_490G00019160_2020-04-16_in_0,Ladbroke Road,2020-04-16 05:05:28,2020-04-16 05:03:12,in,1
10640_490010536K_2020-04-16_out_0,York House Place / Kensington High St,2020-04-16 04:58:31,2020-04-16 04:48:57,out,1
10640_490000130KE_2020-04-16_out_0,Knightsbridge Station  / Harrods,2020-04-16 05:05:58,2020-04-16 05:03:23,out,1
19669_490014728S_2020-04-16_out_0,Wilton Street,2020-04-16 05:01:41,2020-04-16 04:59:12,out,1
10640_490G00011822_2020-04-16_out_0,Rutland Gardens,2020-04-16 05:05:20,2020-04-16 05:03:09,out,1
19669_490014050C_2020-04-16_out_0,Victoria Bus Station,2020-04-16 05:04:36,2020-04-16 04:53:37,out,1
10271_490014687W1_2020-04-16_in_0,Pound Lane,2020-04-16 05:03:09,2020-04-16 05:02:56,in,1
10271_490014691W2_2020-04-16_in_0,Willesden Green Library,2020-04-16 05:01:19,2020-04-16 04:59:18,in,1
19668_490008898F_2020-04-16_out_0,St Charles Square,2020-04-16 05:03:52,2020-04-16 04:58:58,out,1
19405_490014687N_2020-04-16_out_0,Pound Lane / Willesden Bus Garage,2020-04-16 05:03:57,2020-04-16 05:02:56,out,1
19643_490000167G_2020-04-16_in_0,Notting Hill Gate Station,2020-04-16 05:04:44,2020-04-16 05:02:44,in,1
10271_490003256N_2020-04-16_in_0,All Souls Avenue,2020-04-16 04:59:12,2020-04-16 04:59:13,in,1
19643_490G00008288_2020-04-16_in_0,Kensington Church Street / Holland St,2020-04-16 05:04:14,2020-04-16 04:36:27,in,1
19668_490003619M_2020-04-16_out_0,Barlby Road,2020-04-16 05:03:19,2020-04-16 04:59:32,out,1
19668_490G00003399_2020-04-16_out_0,Portobello and Golborne Market,2020-04-16 05:07:32,2020-04-16 04:59:40,out,1
10640_490011198W_2020-04-16_out_0,Prince Of Wales Gate,2020-04-16 05:04:41,2020-04-16 05:03:05,out,1
19643_490004099N_2020-04-16_in_0,Blenheim Crescent,2020-04-16 05:08:21,2020-04-16 05:03:11,in,1
19405_490003256N_2020-04-16_out_0,All Souls Avenue,2020-04-16 05:07:59,2020-04-16 05:03:18,out,1
19643_490G00003399_2020-04-16_in_0,Portobello and Golborne Market,2020-04-16 05:07:18,2020-04-16 05:03:24,in,1
19643_490011822W_2020-04-16_in_0,Knightsbridge Barracks,2020-04-16 04:58:53,2020-04-16 04:58:52,in,1
10271_490001161S1_2020-04-16_in_0,Kensal Rise Station,2020-04-16 04:58:42,2020-04-16 04:53:47,in,1
10640_490011761M_2020-04-16_out_0,Kensington Palace,2020-04-16 04:59:32,2020-04-16 04:49:25,out,1
10271_490010521N_2020-04-16_in_0,Okehampton Road,2020-04-16 05:01:13,2020-04-16 04:49:07,in,1
19669_490000119M_2020-04-16_out_0,Hyde Park Corner Station,2020-04-16 04:59:36,2020-04-16 04:59:16,out,1
19405_490014691W2_2020-04-16_out_0,Willesden Green Library,2020-04-16 05:05:51,2020-04-16 05:03:15,out,1
19668_490012550S_2020-04-16_out_0,Chepstow Villas,2020-04-16 05:08:17,2020-04-16 04:59:30,out,1
19668_490000131A_2020-04-16_out_0,Ladbroke Grove Station,2020-04-16 05:04:48,2020-04-16 05:02:38,out,1
19643_490003619M_2020-04-16_in_0,Barlby Road,2020-04-16 05:10:53,2020-04-16 05:02:33,in,1
19668_490010536K_2020-04-16_out_0,York House Place / Kensington High St,2020-04-16 05:12:23,2020-04-16 05:10:38,out,1
19405_490001161S1_2020-04-16_out_0,Kensal Rise Station,2020-04-16 05:11:30,2020-04-16 05:10:55,out,1
11484_490000119M_2020-04-16_in_0,Hyde Park Corner Station,2020-04-16 05:12:45,2020-04-16 05:11:06,in,1
11484_490G00119S_2020-04-16_in_0,Hyde Park Corner,2020-04-16 05:11:55,2020-04-16 05:11:21,in,1
19643_490000131A_2020-04-16_in_0,Ladbroke Grove Station,2020-04-16 05:09:19,2020-04-16 05:02:35,in,1
10640_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 05:09:27,2020-04-16 05:03:27,out,1
11484_490000130KE_2020-04-16_in_0,Knightsbridge Station  / Harrods,2020-04-16 05:14:13,2020-04-16 04:49:04,in,1
11484_490007544Q_2020-04-16_in_0,Grosvenor Gardens,2020-04-16 05:10:18,2020-04-16 04:43:53,in,1
19668_490000167K_2020-04-16_out_0,Palace Gardens Terr / Notting Hill Gte,2020-04-16 05:09:12,2020-04-16 04:53:17,out,1
19405_490G00012622_2020-04-16_out_0,Station Terrace,2020-04-16 05:11:59,2020-04-16 05:11:01,out,1
19668_490G00010728_2020-04-16_out_0,Palace Gate,2020-04-16 05:14:31,2020-04-16 05:11:08,out,1
10640_490014728S_2020-04-16_out_0,Wilton Street,2020-04-16 05:10:14,2020-04-16 05:02:58,out,1
19643_490003583S_2020-04-16_in_0,Banister Road,2020-04-16 05:14:44,2020-04-16 05:13:37,in,1
10640_490004555P_2020-04-16_out_0,Buckingham Palace Rd / Bressenden Place,2020-04-16 05:11:25,2020-04-16 05:03:21,out,1
19668_490011761M_2020-04-16_out_0,Kensington Palace,2020-04-16 05:13:25,2020-04-16 05:11:03,out,1
19643_490G00008897_2020-04-16_in_0,Ladbroke Grove Sainsbury's,2020-04-16 05:11:59,2020-04-16 05:10:45,in,1
19643_490004737S_2020-04-16_in_0,Kensal House,2020-04-16 05:11:32,2020-04-16 05:03:10,in,1
19668_490012055N_2020-04-16_out_0,Sheffield Terrace,2020-04-16 05:11:06,2020-04-16 05:10:58,out,1
19643_490007860N_2020-04-16_in_0,Kilburn Lane / Harrow Road,2020-04-16 05:14:43,2020-04-16 04:49:02,in,1
19405_490014619S_2020-04-16_out_0,Whitmore Gardens,2020-04-16 05:11:07,2020-04-16 05:10:43,out,1
19643_490008898F_2020-04-16_in_0,St Charles Square,2020-04-16 05:10:18,2020-04-16 05:02:32,in,1
19405_490007860S_2020-04-16_out_0,Harrow Road / Kilburn Lane,2020-04-16 05:13:59,2020-04-16 05:10:54,out,1
19643_490005139C_2020-04-16_in_0,Chesterton Road,2020-04-16 05:09:56,2020-04-16 05:02:59,in,1
10640_490014050C_2020-04-16_out_0,Victoria Bus Station,2020-04-16 05:12:04,2020-04-16 05:11:19,out,1
11484_490014728S_2020-04-16_in_0,Wilton Street,2020-04-16 05:11:04,2020-04-16 04:43:59,in,1
11808_490003256N_2020-04-16_out_1,All Souls Avenue,2020-04-16 05:20:04,2020-04-16 05:19:39,out,1
19405_490010536K_2020-04-16_out_0,York House Place / Kensington High St,2020-04-16 05:25:32,2020-04-16 05:16:44,out,1
19643_490010521N_2020-04-16_in_0,Okehampton Road,2020-04-16 05:17:26,2020-04-16 05:10:44,in,1
19405_490012055N_2020-04-16_out_0,Sheffield Terrace,2020-04-16 05:24:35,2020-04-16 05:17:03,out,1
19668_490011198W_2020-04-16_out_0,Prince Of Wales Gate,2020-04-16 05:17:13,2020-04-16 05:11:12,out,1
19405_490012550S_2020-04-16_out_0,Chepstow Villas,2020-04-16 05:21:33,2020-04-16 05:19:36,out,1
11808_490005139C_2020-04-16_out_1,Chesterton Road,2020-04-16 05:28:33,2020-04-16 04:58:55,out,1
19405_490011761M_2020-04-16_out_0,Kensington Palace,2020-04-16 05:24:30,2020-04-16 04:59:12,out,1
19405_490011198W_2020-04-16_out_0,Prince Of Wales Gate,2020-04-16 05:31:13,2020-04-16 05:17:17,out,1
11808_490G00012622_2020-04-16_out_1,Station Terrace,2020-04-16 05:22:45,2020-04-16 04:53:19,out,1
11484_490004099N_2020-04-16_in_0,Blenheim Crescent,2020-04-16 05:25:27,2020-04-16 04:59:25,in,1
11744_490010521N_2020-04-16_out_1,Okehampton Road,2020-04-16 05:27:17,2020-04-16 04:59:31,out,1
19405_490000130KE_2020-04-16_out_0,Knightsbridge Station  / Harrods,2020-04-16 05:29:28,2020-04-16 04:59:38,out,1
19668_490000119M_2020-04-16_out_0,Hyde Park Corner Station,2020-04-16 05:19:37,2020-04-16 05:17:13,out,1
10271_490014687E_2020-04-16_out_0,Willesden Bus Garage,2020-04-16 05:29:17,2020-04-16 05:02:42,out,1
19405_490000167G_2020-04-16_out_0,Notting Hill Gate Station,2020-04-16 05:22:52,2020-04-16 05:17:21,out,1
19405_490004737S_2020-04-16_out_0,Kensal House,2020-04-16 05:15:48,2020-04-16 05:11:13,out,1
11484_490G00010728_2020-04-16_in_0,Palace Gate,2020-04-16 05:17:35,2020-04-16 04:49:49,in,1
19669_490000130KE_2020-04-16_in_0,Knightsbridge Station  / Harrods,2020-04-16 05:30:56,2020-04-16 05:31:17.684000,in,1
11484_490011761M_2020-04-16_in_0,Kensington Palace,2020-04-16 05:18:42,2020-04-16 04:49:55,in,1
19643_490G00014088_2020-04-16_in_0,Villiers Road,2020-04-16 05:21:19,2020-04-16 05:19:42,in,1
11484_490011750W_2020-04-16_in_0,Royal Albert Hall,2020-04-16 05:17:53,2020-04-16 05:17:00,in,1
19405_490000131A_2020-04-16_out_0,Ladbroke Grove Station,2020-04-16 05:18:57,2020-04-16 05:16:50,out,1
11484_490008898F_2020-04-16_in_0,St Charles Square,2020-04-16 05:27:21,2020-04-16 04:58:48,in,1
11744_490014687N_2020-04-16_out_0,Pound Lane / Willesden Bus Garage,2020-04-16 05:21:21,2020-04-16 04:53:20,out,1
11808_490G00014088_2020-04-16_out_1,Villiers Road,2020-04-16 05:17:22,2020-04-16 04:49:58,out,1
11808_490014687E_2020-04-16_out_0,Willesden Bus Garage,2020-04-16 05:16:17,2020-04-16 04:49:10,out,1
11808_490008898F_2020-04-16_out_1,St Charles Square,2020-04-16 05:28:00,2020-04-16 04:58:58,out,1
11808_490G00008897_2020-04-16_out_1,Ladbroke Grove Sainsbury's,2020-04-16 05:26:22,2020-04-16 04:59:07,out,1
11484_490005139C_2020-04-16_in_0,Chesterton Road,2020-04-16 05:27:01,2020-04-16 04:59:14,in,1
11808_490004737S_2020-04-16_out_1,Kensal House,2020-04-16 05:26:55,2020-04-16 04:59:21,out,1
19405_490011750W_2020-04-16_out_0,Royal Albert Hall,2020-04-16 05:26:49,2020-04-16 04:59:26,out,1
11808_490003619M_2020-04-16_out_1,Barlby Road,2020-04-16 05:27:27,2020-04-16 04:59:32,out,1
11484_490G00003399_2020-04-16_in_0,Portobello and Golborne Market,2020-04-16 05:24:30,2020-04-16 04:59:39,in,1
11484_490012055N_2020-04-16_in_0,Sheffield Terrace,2020-04-16 05:21:28,2020-04-16 05:16:44,in,1
11484_490003619M_2020-04-16_in_0,Barlby Road,2020-04-16 05:27:58,2020-04-16 04:58:48,in,1
11808_490012147E_2020-04-16_out_1,Hanover Road,2020-04-16 05:20:01,2020-04-16 05:17:14,out,1
19643_490001161N1_2020-04-16_in_0,Wrentham Avenue,2020-04-16 05:16:37,2020-04-16 05:16:48,in,1
11808_490001161S1_2020-04-16_out_1,Kensal Rise Station,2020-04-16 05:22:23,2020-04-16 04:53:13,out,1
19668_490G00019923_2020-04-16_out_0,Queen's Gate,2020-04-16 05:15:08,2020-04-16 05:11:13,out,1
11484_490012550N_2020-04-16_in_0,Stanley Gardens,2020-04-16 05:23:27,2020-04-16 04:59:02,in,1
11744_490G00012622_2020-04-16_out_1,Station Terrace,2020-04-16 05:28:34,2020-04-16 04:59:10,out,1
19669_490014728S_2020-04-16_in_0,Wilton Street,2020-04-16 05:27:06,2020-04-16 04:59:41,in,1
19668_490011750W_2020-04-16_out_0,Royal Albert Hall,2020-04-16 05:15:48,2020-04-16 05:11:18,out,1
19668_490014050C_2020-04-16_out_0,Victoria Bus Station,2020-04-16 05:24:28,2020-04-16 04:59:28,out,1
11808_490010521N_2020-04-16_out_1,Okehampton Road,2020-04-16 05:20:50,2020-04-16 05:19:37,out,1
11744_490007860S_2020-04-16_out_1,Harrow Road / Kilburn Lane,2020-04-16 05:30:28,2020-04-16 05:02:48,out,1
10271_490014691W2_2020-04-16_out_0,Willesden Green Library,2020-04-16 05:31:20,2020-04-16 05:03:15,out,1
10271_490G00014088_2020-04-16_out_0,Villiers Road,2020-04-16 05:30:22,2020-04-16 05:03:28,out,1
19405_490G00019923_2020-04-16_out_0,Queen's Gate,2020-04-16 05:29:08,2020-04-16 05:17:19,out,1
11744_490003256N_2020-04-16_out_1,All Souls Avenue,2020-04-16 05:26:33,2020-04-16 04:59:32,out,1
19668_490000130KE_2020-04-16_out_0,Knightsbridge Station  / Harrods,2020-04-16 05:18:24,2020-04-16 05:13:38,out,1
19405_490008898F_2020-04-16_out_0,St Charles Square,2020-04-16 05:17:35,2020-04-16 05:16:55,out,1
19405_490G00008897_2020-04-16_out_0,Ladbroke Grove Sainsbury's,2020-04-16 05:15:14,2020-04-16 05:10:58,out,1
11808_490014691W2_2020-04-16_out_1,Willesden Green Library,2020-04-16 05:18:32,2020-04-16 04:49:44,out,1
11744_490014687E_2020-04-16_out_0,Willesden Bus Garage,2020-04-16 05:22:17,2020-04-16 04:53:06,out,1
19669_490000119M_2020-04-16_in_0,Hyde Park Corner Station,2020-04-16 05:28:50,2020-04-16 04:59:14,in,1
11484_490011198W_2020-04-16_in_0,Prince Of Wales Gate,2020-04-16 05:15:35,2020-04-16 04:48:57,in,1
19405_490000167K_2020-04-16_out_0,Palace Gardens Terr / Notting Hill Gte,2020-04-16 05:23:55,2020-04-16 05:17:04,out,1
11808_490000131A_2020-04-16_out_1,Ladbroke Grove Station,2020-04-16 05:29:24,2020-04-16 05:02:38,out,1
19668_490014728S_2020-04-16_out_0,Wilton Street,2020-04-16 05:21:50,2020-04-16 05:17:09,out,1
11484_490000131A_2020-04-16_in_0,Ladbroke Grove Station,2020-04-16 05:26:22,2020-04-16 04:58:50,in,1
11808_490014619S_2020-04-16_out_1,Whitmore Gardens,2020-04-16 05:21:52,2020-04-16 04:53:00,out,1
11808_490007860S_2020-04-16_out_1,Harrow Road / Kilburn Lane,2020-04-16 05:24:28,2020-04-16 04:59:03,out,1
11484_490G00008288_2020-04-16_in_0,Kensington Church Street / Holland St,2020-04-16 05:20:21,2020-04-16 05:17:20,in,1
11484_490G00019160_2020-04-16_in_0,Ladbroke Road,2020-04-16 05:22:30,2020-04-16 04:53:36,in,1
10271_490014687N_2020-04-16_out_0,Pound Lane / Willesden Bus Garage,2020-04-16 05:28:10,2020-04-16 04:59:11,out,1
19643_490012147E_2020-04-16_in_0,Hanover Road,2020-04-16 05:18:37,2020-04-16 05:17:02,in,1
19643_490G00014688_2020-04-16_in_0,Strode Road,2020-04-16 05:22:19,2020-04-16 05:17:06,in,1
19405_490G00010728_2020-04-16_out_0,Palace Gate,2020-04-16 05:25:34,2020-04-16 04:59:17,out,1
19405_490G00011822_2020-04-16_out_0,Rutland Gardens,2020-04-16 05:28:52,2020-04-16 04:59:24,out,1
19669_490G00119S_2020-04-16_in_0,Hyde Park Corner,2020-04-16 05:28:00,2020-04-16 04:59:29,in,1
19669_490007544Q_2020-04-16_in_0,Grosvenor Gardens,2020-04-16 05:26:13,2020-04-16 04:59:34,in,1
11744_490G00014088_2020-04-16_out_0,Villiers Road,2020-04-16 05:23:22,2020-04-16 04:59:43,out,1
19668_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 05:21:34,2020-04-16 05:19:47,out,1
11744_490014619S_2020-04-16_out_1,Whitmore Gardens,2020-04-16 05:27:36,2020-04-16 04:58:52,out,1
11744_490012147E_2020-04-16_out_1,Hanover Road,2020-04-16 05:25:53,2020-04-16 04:59:17,out,1
11808_490014687N_2020-04-16_out_0,Pound Lane / Willesden Bus Garage,2020-04-16 05:15:21,2020-04-16 04:49:24,out,1
11484_490004737S_2020-04-16_in_0,Kensal House,2020-04-16 05:28:35,2020-04-16 04:59:25,in,1
11484_490G00008897_2020-04-16_in_0,Ladbroke Grove Sainsbury's,2020-04-16 05:29:26,2020-04-16 05:02:39,in,1
19643_490003256N_2020-04-16_in_0,All Souls Avenue,2020-04-16 05:18:03,2020-04-16 05:17:10,in,1
19643_490014691W2_2020-04-16_in_0,Willesden Green Library,2020-04-16 05:20:13,2020-04-16 05:17:15,in,1
19405_490003619M_2020-04-16_out_0,Barlby Road,2020-04-16 05:17:33,2020-04-16 05:11:24,out,1
19668_490G00011822_2020-04-16_out_0,Rutland Gardens,2020-04-16 05:17:45,2020-04-16 05:11:15,out,1
19643_490001161S1_2020-04-16_in_0,Kensal Rise Station,2020-04-16 05:16:31,2020-04-16 05:13:38,in,1
11744_490014691W2_2020-04-16_out_1,Willesden Green Library,2020-04-16 05:24:20,2020-04-16 04:59:29,out,1
19668_490004555P_2020-04-16_out_0,Buckingham Palace Rd / Bressenden Place,2020-04-16 05:23:39,2020-04-16 04:59:36,out,1
19405_490G00003399_2020-04-16_out_0,Portobello and Golborne Market,2020-04-16 05:20:27,2020-04-16 05:19:46,out,1
11484_490000167G_2020-04-16_in_0,Notting Hill Gate Station,2020-04-16 05:21:34,2020-04-16 04:53:08,in,1
11484_490011822W_2020-04-16_in_0,Knightsbridge Barracks,2020-04-16 05:14:55,2020-04-16 04:49:06,in,1
19405_490005139C_2020-04-16_out_0,Chesterton Road,2020-04-16 05:18:15,2020-04-16 05:10:46,out,1
11744_490001161S1_2020-04-16_out_1,Kensal Rise Station,2020-04-16 05:28:06,2020-04-16 04:59:04,out,1
11484_490006691W_2020-04-16_in_0,Exhibition Road,2020-04-16 05:16:56,2020-04-16 05:16:59,in,1
19643_490014687W1_2020-04-16_in_0,Pound Lane,2020-04-16 05:22:54,2020-04-16 05:17:08,in,1
10271_490010521N_2020-04-16_out_0,Okehampton Road,2020-04-16 05:34:17,2020-04-16 05:11:23,out,1
10640_490007544Q_2020-04-16_in_0,Grosvenor Gardens,2020-04-16 05:34:16,2020-04-16 05:13:35,in,1
19669_490G00010728_2020-04-16_in_0,Palace Gate,2020-04-16 05:33:54,2020-04-16 05:13:36,in,1
10271_490014619S_2020-04-16_out_1,Whitmore Gardens,2020-04-16 05:34:36,2020-04-16 05:10:43,out,1
11484_490007860N_2020-04-16_in_0,Kilburn Lane / Harrow Road,2020-04-16 05:31:45,2020-04-16 05:31:15,in,1
11744_490008898F_2020-04-16_out_1,St Charles Square,2020-04-16 05:34:00,2020-04-16 05:10:49,out,1
19669_490011750W_2020-04-16_in_0,Royal Albert Hall,2020-04-16 05:33:49,2020-04-16 05:33:39,in,1
10271_490012147E_2020-04-16_out_0,Hanover Road,2020-04-16 05:32:53,2020-04-16 05:03:02,out,1
11808_490G00003399_2020-04-16_out_1,Portobello and Golborne Market,2020-04-16 05:31:37,2020-04-16 05:03:26,out,1
11484_490001161S1_2020-04-16_in_0,Kensal Rise Station,2020-04-16 05:33:25,2020-04-16 05:13:38,in,1
19669_490006691W_2020-04-16_in_0,Exhibition Road,2020-04-16 05:33:18,2020-04-16 05:33:37,in,1
11744_490004737S_2020-04-16_out_1,Kensal House,2020-04-16 05:32:55,2020-04-16 05:03:07,out,1
19405_490G00119S_2020-04-16_out_0,Hyde Park Corner,2020-04-16 05:32:55,2020-04-16 05:03:27,out,1
11808_490010536K_2020-04-16_out_1,York House Place / Kensington High St,2020-04-16 05:35:01,2020-04-16 05:31:13,out,1
10271_490001161S1_2020-04-16_out_1,Kensal Rise Station,2020-04-16 05:35:06,2020-04-16 05:10:55,out,1
11808_490000167K_2020-04-16_out_1,Palace Gardens Terr / Notting Hill Gte,2020-04-16 05:33:25,2020-04-16 05:33:43,out,1
