vehicle_id,bus_stop_id,time_of_arrival,time_of_req,direction
6892_490008277W_2020-06-05_inbound_0,490008277W,2020-06-05 17:40:00,2020-06-05 17:10:39.686,inbound
7336_490012881S_2020-06-05_inbound_0,490012881S,2020-06-05 17:36:20,2020-06-05 17:07:23.669,inbound
6888_490009545N_2020-06-05_inbound_0,490009545N,2020-06-05 17:45:50,2020-06-05 17:15:55.057,inbound
7335_490011031S_2020-06-05_outbound_0,490011031S,2020-06-05 17:34:50,2020-06-05 17:20:31.449,outbound
7277_490003783S_2020-06-05_outbound_1,490003783S,2020-06-05 17:27:45,2020-06-05 17:15:40.916,outbound
7336_490013846N_2020-06-05_inbound_0,490013846N,2020-06-05 17:37:09,2020-06-05 17:07:42.544,inbound
6892_490014373LC_2020-06-05_inbound_0,490014373LC,2020-06-05 17:41:03,2020-06-05 17:12:15.585,inbound
6504_490011031S_2020-06-05_outbound_0,490011031S,2020-06-05 17:43:15,2020-06-05 17:14:04.884,outbound
6888_490005323N_2020-06-05_inbound_0,490005323N,2020-06-05 17:46:38,2020-06-05 17:17:20.828,inbound
6896_490010160E1_2020-06-05_inbound_0,490010160E1,2020-06-05 17:39:44,2020-06-05 17:14:24.734,inbound
6895_490006929D_2020-06-05_inbound_0,490006929D,2020-06-05 17:22:41,2020-06-05 17:20:36.899,inbound
5798_490014483E_2020-06-05_inbound_0,490014483E,2020-06-05 17:41:08,2020-06-05 17:21:58.033,inbound
7336_490006025N_2020-06-05_inbound_0,490006025N,2020-06-05 17:47:56,2020-06-05 17:18:53.824,inbound
5798_490013846N_2020-06-05_inbound_0,490013846N,2020-06-05 17:48:25,2020-06-05 17:19:18.532,inbound
7336_490009545N_2020-06-05_inbound_0,490009545N,2020-06-05 17:25:20,2020-06-05 17:15:55.057,inbound
6892_490006614S_2020-06-05_inbound_1,490006614S,2020-06-05 17:25:54,2020-06-05 17:19:08.22,inbound
7335_490009159S_2020-06-05_outbound_0,490009159S,2020-06-05 17:38:04,2020-06-05 17:20:20.204,outbound
6894_490013517S_2020-06-05_outbound_0,490013517S,2020-06-05 17:46:54,2020-06-05 17:17:41.312,outbound
6888_490003602N_2020-06-05_outbound_0,490003602N,2020-06-05 17:19:32,2020-06-05 17:03:54.191,outbound
6888_490008507N2_2020-06-05_inbound_0,490008507N2,2020-06-05 17:38:00,2020-06-05 17:09:04.833,inbound
6504_490000146B_2020-06-05_outbound_0,490000146B,2020-06-05 17:38:15,2020-06-05 17:09:14.42,outbound
7335_490012881S_2020-06-05_outbound_0,490012881S,2020-06-05 17:33:26,2020-06-05 17:18:41.167,outbound
7335_490011823S_2020-06-05_outbound_0,490011823S,2020-06-05 17:22:28,2020-06-05 17:20:33.152,outbound
7336_490012438S_2020-06-05_inbound_0,490012438S,2020-06-05 17:21:11,2020-06-05 17:17:37.511,inbound
6892_490011031S_2020-06-05_inbound_1,490011031S,2020-06-05 17:23:35,2020-06-05 17:15:46.578,inbound
6895_490012569E_2020-06-05_inbound_0,490012569E,2020-06-05 17:17:41,2020-06-05 17:14:27.444,inbound
6890_490010068N_2020-06-05_inbound_1,490010068N,2020-06-05 17:21:38,2020-06-05 17:17:40.469,inbound
5798_490006345E_2020-06-05_outbound_0,490006345E,2020-06-05 17:19:55,2020-06-05 17:17:42.167,outbound
6892_490013846N_2020-06-05_inbound_1,490013846N,2020-06-05 17:25:27,2020-06-05 17:20:52.923,inbound
6892_490010554S2_2020-06-05_inbound_0,490010554S2,2020-06-05 17:34:57,2020-06-05 17:07:43.81,inbound
6888_490006345E_2020-06-05_outbound_0,490006345E,2020-06-05 17:23:56,2020-06-05 17:04:21.006,outbound
6890_490010554S2_2020-06-05_inbound_1,490010554S2,2020-06-05 17:17:54,2020-06-05 17:17:45.112,inbound
6892_490000146B_2020-06-05_inbound_0,490000146B,2020-06-05 17:27:04,2020-06-05 17:18:42.438,inbound
5494_490013550E_2020-06-05_outbound_0,490013550E,2020-06-05 17:31:49,2020-06-05 17:02:09.577,outbound
6894_490009644G_2020-06-05_outbound_0,490009644G,2020-06-05 17:31:19,2020-06-05 17:01:56.902,outbound
7277_490009159S_2020-06-05_outbound_0,490009159S,2020-06-05 17:32:15,2020-06-05 17:13:53.562,outbound
6504_490009644G_2020-06-05_outbound_0,490009644G,2020-06-05 17:22:14,2020-06-05 17:21:58.454,outbound
7336_490008757N_2020-06-05_inbound_0,490008757N,2020-06-05 17:21:55,2020-06-05 17:15:57.172,inbound
5797_490002061N_2020-06-05_outbound_1,490002061N,2020-06-05 17:16:23,2020-06-05 16:48:28.936,outbound
7335_490011653S_2020-06-05_outbound_0,490011653S,2020-06-05 17:26:06,2020-06-05 17:22:09.431,outbound
6892_490000038J_2020-06-05_inbound_1,490000038J,2020-06-05 17:16:46,2020-06-05 17:12:12.576,inbound
6504_490012633S_2020-06-05_outbound_0,490012633S,2020-06-05 17:34:31,2020-06-05 17:07:24.89,outbound
6890_490014373LC_2020-06-05_inbound_0,490014373LC,2020-06-05 17:25:52,2020-06-05 17:22:05.845,inbound
6892_490014374N_2020-06-05_inbound_0,490014374N,2020-06-05 17:39:21,2020-06-05 17:10:41.381,inbound
7336_490002083A_2020-06-05_inbound_0,490002083A,2020-06-05 17:31:51,2020-06-05 17:02:10.002,inbound
5798_490000038F_2020-06-05_outbound_0,490000038F,2020-06-05 17:17:01,2020-06-05 17:12:36.718,outbound
6892_490011878N_2020-06-05_inbound_1,490011878N,2020-06-05 17:20:42,2020-06-05 17:20:43.149,inbound
6888_490013550W_2020-06-05_inbound_0,490013550W,2020-06-05 17:40:31,2020-06-05 17:11:09.609,inbound
6888_490012438S_2020-06-05_outbound_0,490012438S,2020-06-05 17:21:49,2020-06-05 17:20:42.321,outbound
7336_490013550W_2020-06-05_inbound_0,490013550W,2020-06-05 17:19:23,2020-06-05 17:17:42.579,inbound
6890_490012569E_2020-06-05_inbound_0,490012569E,2020-06-05 17:31:52,2020-06-05 17:17:39.636,inbound
5798_490013550W_2020-06-05_inbound_0,490013550W,2020-06-05 17:29:40,2020-06-05 17:14:30.915,inbound
5798_490011031S_2020-06-05_inbound_0,490011031S,2020-06-05 17:46:52,2020-06-05 17:17:22.289,inbound
5798_490002061B_2020-06-05_outbound_0,490002061B,2020-06-05 17:20:53,2020-06-05 17:17:44.276,outbound
5494_490006092S_2020-06-05_outbound_0,490006092S,2020-06-05 17:30:37,2020-06-05 17:22:11.001,outbound
6896_490004584N_2020-06-05_inbound_0,490004584N,2020-06-05 17:17:42,2020-06-05 17:17:23.97,inbound
6894_490010161E_2020-06-05_outbound_0,490010161E,2020-06-05 17:27:38,2020-06-05 17:01:53.48,outbound
6890_490006025N_2020-06-05_inbound_1,490006025N,2020-06-05 17:18:51,2020-06-05 17:18:53.824,inbound
7335_490003352S_2020-06-05_outbound_0,490003352S,2020-06-05 17:27:13,2020-06-05 17:18:44.953,outbound
5798_490002061N_2020-06-05_outbound_0,490002061N,2020-06-05 17:21:35,2020-06-05 17:18:46.655,outbound
5797_490002061B_2020-06-05_outbound_1,490002061B,2020-06-05 17:16:10,2020-06-05 16:47:16.547,outbound
7335_490015151H_2020-06-05_outbound_0,490015151H,2020-06-05 17:26:53,2020-06-05 17:00:19.338,outbound
5798_490003602N_2020-06-05_outbound_0,490003602N,2020-06-05 17:16:03,2020-06-05 17:15:38.335,outbound
7277_490006345E_2020-06-05_outbound_1,490006345E,2020-06-05 17:47:07,2020-06-05 17:17:42.167,outbound
6896_490003352S_2020-06-05_inbound_0,490003352S,2020-06-05 17:24:14,2020-06-05 17:22:15.127,inbound
5798_490012881S_2020-06-05_inbound_0,490012881S,2020-06-05 17:47:40,2020-06-05 17:18:59.297,inbound
5798_490000038F_2020-06-05_inbound_0,490000038F,2020-06-05 17:38:22,2020-06-05 17:22:08.53,inbound
7277_490002061B_2020-06-05_outbound_1,490002061B,2020-06-05 17:48:06,2020-06-05 17:19:19.133,outbound
5494_490004584N_2020-06-05_outbound_1,490004584N,2020-06-05 17:18:57,2020-06-05 17:17:34.609,outbound
6504_490012569E_2020-06-05_outbound_0,490012569E,2020-06-05 17:16:57,2020-06-05 17:15:38.76,outbound
7277_490012633S_2020-06-05_outbound_1,490012633S,2020-06-05 17:21:33,2020-06-05 17:14:08.671,outbound
6892_490012881S_2020-06-05_inbound_1,490012881S,2020-06-05 17:24:11,2020-06-05 17:17:24.812,inbound
6890_490006929D_2020-06-05_inbound_0,490006929D,2020-06-05 17:33:01,2020-06-05 17:04:06.358,inbound
7277_490000038J_2020-06-05_outbound_0,490000038J,2020-06-05 17:35:19,2020-06-05 17:08:54.255,outbound
7277_490011031S_2020-06-05_outbound_0,490011031S,2020-06-05 17:29:29,2020-06-05 17:14:04.884,outbound
5798_490013550E_2020-06-05_outbound_0,490013550E,2020-06-05 17:19:06,2020-06-05 17:18:57.188,outbound
6894_490007535S_2020-06-05_outbound_0,490007535S,2020-06-05 17:38:54,2020-06-05 17:09:05.272,outbound
5494_490002061N_2020-06-05_inbound_0,490002061N,2020-06-05 17:49:33,2020-06-05 17:20:38.09,inbound
7336_490012181N_2020-06-05_inbound_0,490012181N,2020-06-05 17:22:23,2020-06-05 17:22:13.173,inbound
5798_490002083A_2020-06-05_inbound_0,490002083A,2020-06-05 17:43:29,2020-06-05 17:14:06.147,inbound
6896_490012569E_2020-06-05_inbound_0,490012569E,2020-06-05 17:40:40,2020-06-05 17:14:27.444,inbound
6888_490008507S_2020-06-05_outbound_0,490008507S,2020-06-05 17:27:06,2020-06-05 17:04:06.769,outbound
6504_490011823S_2020-06-05_outbound_0,490011823S,2020-06-05 17:30:27,2020-06-05 17:02:10.511,outbound
6890_490009645W_2020-06-05_inbound_0,490009645W,2020-06-05 17:24:23,2020-06-05 17:20:17.251,inbound
6888_490012181N_2020-06-05_inbound_0,490012181N,2020-06-05 17:44:31,2020-06-05 17:15:41.328,inbound
7277_490012438S_2020-06-05_outbound_0,490012438S,2020-06-05 17:45:12,2020-06-05 17:15:56.744,outbound
6888_490000038F_2020-06-05_outbound_0,490000038F,2020-06-05 17:16:02,2020-06-05 17:15:55.47,outbound
5494_490002061N_2020-06-05_outbound_0,490002061N,2020-06-05 17:35:30,2020-06-05 17:08:58.413,outbound
6888_490009545S_2020-06-05_outbound_0,490009545S,2020-06-05 17:18:42,2020-06-05 17:15:45.735,outbound
7277_490005323N_2020-06-05_outbound_0,490005323N,2020-06-05 17:38:48,2020-06-05 17:09:16.403,outbound
7335_490003783S_2020-06-05_outbound_0,490003783S,2020-06-05 17:30:12,2020-06-05 17:02:04.499,outbound
7277_490003352S_2020-06-05_outbound_1,490003352S,2020-06-05 17:22:48,2020-06-05 17:21:58.908,outbound
5798_490008757S_2020-06-05_outbound_0,490008757S,2020-06-05 17:17:41,2020-06-05 17:17:28.828,outbound
7336_490000038F_2020-06-05_inbound_0,490000038F,2020-06-05 17:27:40,2020-06-05 17:22:08.53,inbound
6890_490011823S_2020-06-05_inbound_1,490011823S,2020-06-05 17:20:12,2020-06-05 17:17:40.891,inbound
7335_490009545S_2020-06-05_outbound_0,490009545S,2020-06-05 17:45:12,2020-06-05 17:15:45.735,outbound
6892_490002083A_2020-06-05_inbound_1,490002083A,2020-06-05 17:20:19,2020-06-05 17:20:32.712,inbound
7277_490007774N_2020-06-05_outbound_1,490007774N,2020-06-05 17:45:48,2020-06-05 17:16:02.84,outbound
7277_490013550E_2020-06-05_outbound_1,490013550E,2020-06-05 17:46:18,2020-06-05 17:17:22.729,outbound
7336_490010554S2_2020-06-05_inbound_0,490010554S2,2020-06-05 17:47:16,2020-06-05 17:17:45.112,inbound
7277_490003602N_2020-06-05_outbound_0,490003602N,2020-06-05 17:40:38,2020-06-05 17:10:42.206,outbound
7336_490G000925_2020-06-05_inbound_0,490G000925,2020-06-05 17:40:58,2020-06-05 17:11:11.741,inbound
5798_490003602N_2020-06-05_inbound_0,490003602N,2020-06-05 17:34:14,2020-06-05 17:15:32.4,inbound
7335_490006025N_2020-06-05_outbound_0,490006025N,2020-06-05 17:23:39,2020-06-05 17:20:43.571,outbound
6896_490010161E_2020-06-05_inbound_0,490010161E,2020-06-05 17:39:09,2020-06-05 17:14:08.249,inbound
6896_490009644E_2020-06-05_inbound_0,490009644E,2020-06-05 17:38:16,2020-06-05 17:14:28.008,inbound
6504_490010160E1_2020-06-05_outbound_0,490010160E1,2020-06-05 17:17:39,2020-06-05 17:15:36.21,outbound
6888_490006092S_2020-06-05_outbound_0,490006092S,2020-06-05 17:20:31,2020-06-05 17:20:24.485,outbound
5494_490008507S_2020-06-05_outbound_0,490008507S,2020-06-05 17:36:31,2020-06-05 17:07:26.145,outbound
6896_490011031S_2020-06-05_inbound_0,490011031S,2020-06-05 17:18:40,2020-06-05 17:17:22.289,inbound
6892_490012633S_2020-06-05_inbound_0,490012633S,2020-06-05 17:33:16,2020-06-05 17:04:10.996,inbound
6888_490014483E_2020-06-05_outbound_0,490014483E,2020-06-05 17:17:01,2020-06-05 17:16:01.391,outbound
6896_490002083A_2020-06-05_inbound_0,490002083A,2020-06-05 17:18:08,2020-06-05 17:10:50.326,inbound
7275_490008277W_2020-06-05_outbound_0,490008277W,2020-06-05 17:48:25,2020-06-05 17:19:05.22,outbound
7336_490007774N_2020-06-05_inbound_0,490007774N,2020-06-05 17:20:27,2020-06-05 17:17:10.385,inbound
7277_490006614S_2020-06-05_outbound_1,490006614S,2020-06-05 17:27:09,2020-06-05 17:15:49.304,outbound
5798_490012181N_2020-06-05_outbound_0,490012181N,2020-06-05 17:17:04,2020-06-05 17:15:59.688,outbound
5494_490014483E_2020-06-05_outbound_1,490014483E,2020-06-05 17:22:08,2020-06-05 17:20:50.798,outbound
6890_490009644E_2020-06-05_inbound_0,490009644E,2020-06-05 17:29:41,2020-06-05 17:20:49.106,inbound
6888_490002061N_2020-06-05_outbound_0,490002061N,2020-06-05 17:25:23,2020-06-05 17:22:06.752,outbound
6894_490011823S_2020-06-05_outbound_0,490011823S,2020-06-05 17:40:53,2020-06-05 17:12:29.311,outbound
6896_490014483E_2020-06-05_inbound_0,490014483E,2020-06-05 17:16:20,2020-06-05 17:12:13.852,inbound
6896_490008277W_2020-06-05_inbound_0,490008277W,2020-06-05 17:31:39,2020-06-05 17:13:54.749,inbound
6892_490006025N_2020-06-05_inbound_0,490006025N,2020-06-05 17:35:48,2020-06-05 17:09:05.678,inbound
6895_490010161E_2020-06-05_outbound_0,490010161E,2020-06-05 17:49:03,2020-06-05 17:20:15.557,outbound
6894_490000146B_2020-06-05_outbound_1,490000146B,2020-06-05 17:49:28,2020-06-05 17:20:38.527,outbound
7336_490006614S_2020-06-05_inbound_0,490006614S,2020-06-05 17:38:16,2020-06-05 17:09:21.636,inbound
6888_490012181N_2020-06-05_outbound_0,490012181N,2020-06-05 17:20:26,2020-06-05 17:15:59.688,outbound
7335_490006614S_2020-06-05_outbound_0,490006614S,2020-06-05 17:29:37,2020-06-05 17:02:11.344,outbound
7336_490011878N_2020-06-05_inbound_0,490011878N,2020-06-05 17:32:15,2020-06-05 17:04:13.043,inbound
6896_490014374N_2020-06-05_inbound_0,490014374N,2020-06-05 17:30:57,2020-06-05 17:13:56.875,inbound
6894_490008277W_2020-06-05_outbound_0,490008277W,2020-06-05 17:37:25,2020-06-05 17:07:31.15,outbound
7275_490010160E1_2020-06-05_outbound_0,490010160E1,2020-06-05 17:38:23,2020-06-05 17:08:59.288,outbound
7275_490005945K_2020-06-05_outbound_0,490005945K,2020-06-05 17:35:53,2020-06-05 17:09:06.99,outbound
6894_490014374N_2020-06-05_outbound_0,490014374N,2020-06-05 17:38:16,2020-06-05 17:09:24.623,outbound
6504_490003783S_2020-06-05_outbound_0,490003783S,2020-06-05 17:40:34,2020-06-05 17:10:44.849,outbound
6504_490012881S_2020-06-05_outbound_0,490012881S,2020-06-05 17:41:37,2020-06-05 17:12:10.749,outbound
6892_490012462N_2020-06-05_inbound_0,490012462N,2020-06-05 17:41:45,2020-06-05 17:12:32.219,inbound
6896_490007626B_2020-06-05_inbound_0,490007626B,2020-06-05 17:36:35,2020-06-05 17:14:11.618,inbound
7336_490013517S_2020-06-05_inbound_0,490013517S,2020-06-05 17:42:51,2020-06-05 17:14:31.749,inbound
6894_490012633S_2020-06-05_outbound_0,490012633S,2020-06-05 17:45:31,2020-06-05 17:15:50.86,outbound
6892_490009644E_2020-06-05_inbound_0,490009644E,2020-06-05 17:45:42,2020-06-05 17:16:03.672,inbound
5798_490004584N_2020-06-05_inbound_0,490004584N,2020-06-05 17:45:52,2020-06-05 17:17:23.97,inbound
6894_490015151H_2020-06-05_outbound_1,490015151H,2020-06-05 17:48:00,2020-06-05 17:19:08.657,outbound
7277_490002061N_2020-06-05_outbound_1,490002061N,2020-06-05 17:48:48,2020-06-05 17:20:20.697,outbound
7335_490008757S_2020-06-05_outbound_0,490008757S,2020-06-05 17:50:05,2020-06-05 17:20:38.954,outbound
7335_490012633S_2020-06-05_outbound_0,490012633S,2020-06-05 17:27:20,2020-06-05 17:20:36.063,outbound
5798_490008507S_2020-06-05_outbound_0,490008507S,2020-06-05 17:22:36,2020-06-05 17:19:01.399,outbound
5798_490002061N_2020-06-05_inbound_0,490002061N,2020-06-05 17:27:33,2020-06-05 17:14:10.343,inbound
5798_490014457B_2020-06-05_inbound_0,490014457B,2020-06-05 17:41:53,2020-06-05 17:14:18.375,inbound
6896_490005945G_2020-06-05_inbound_0,490005945G,2020-06-05 17:43:26,2020-06-05 17:15:30.718,inbound
6896_490006929D_2020-06-05_inbound_0,490006929D,2020-06-05 17:45:04,2020-06-05 17:15:51.687,inbound
7335_490000146B_2020-06-05_outbound_0,490000146B,2020-06-05 17:31:05,2020-06-05 17:20:38.527,outbound
5494_490008757S_2020-06-05_outbound_0,490008757S,2020-06-05 17:30:28,2020-06-05 17:02:15.08,outbound
7336_490014457B_2020-06-05_inbound_0,490014457B,2020-06-05 17:30:22,2020-06-05 17:02:15.922,inbound
5494_490012438S_2020-06-05_outbound_0,490012438S,2020-06-05 17:30:55,2020-06-05 17:02:18.459,outbound
5798_490008757N_2020-06-05_inbound_0,490008757N,2020-06-05 17:32:09,2020-06-05 17:14:21.353,inbound
6504_490006025N_2020-06-05_outbound_0,490006025N,2020-06-05 17:31:57,2020-06-05 17:02:19.737,outbound
5798_490012438S_2020-06-05_inbound_0,490012438S,2020-06-05 17:31:27,2020-06-05 17:14:25.171,inbound
5494_490007774N_2020-06-05_outbound_0,490007774N,2020-06-05 17:31:39,2020-06-05 17:02:24.362,outbound
6896_490011823S_2020-06-05_inbound_0,490011823S,2020-06-05 17:29:54,2020-06-05 17:20:49.955,inbound
7277_490014483E_2020-06-05_outbound_0,490014483E,2020-06-05 17:34:55,2020-06-05 17:20:50.798,outbound
6892_490013517S_2020-06-05_inbound_0,490013517S,2020-06-05 17:30:27,2020-06-05 17:20:52.501,inbound
6892_490G000925_2020-06-05_inbound_0,490G000925,2020-06-05 17:28:21,2020-06-05 17:19:19.704,inbound
5798_490006092S_2020-06-05_inbound_0,490006092S,2020-06-05 17:32:50,2020-06-05 17:14:24.312,inbound
6504_490011653S_2020-06-05_outbound_0,490011653S,2020-06-05 17:34:49,2020-06-05 17:05:33.075,outbound
7335_490004584N_2020-06-05_outbound_0,490004584N,2020-06-05 17:35:02,2020-06-05 17:07:33.7,outbound
7335_490000038F_2020-06-05_outbound_0,490000038F,2020-06-05 17:38:30,2020-06-05 17:22:08.53,outbound
6504_490009159S_2020-06-05_outbound_0,490009159S,2020-06-05 17:46:52,2020-06-05 17:17:11.236,outbound
6892_490010161E_2020-06-05_inbound_0,490010161E,2020-06-05 17:45:56,2020-06-05 17:17:25.244,inbound
7335_490012181N_2020-06-05_outbound_0,490012181N,2020-06-05 17:47:55,2020-06-05 17:19:09.079,outbound
6888_490000038F_2020-06-05_inbound_0,490000038F,2020-06-05 17:49:21,2020-06-05 17:20:22.361,inbound
5798_490006614S_2020-06-05_inbound_0,490006614S,2020-06-05 17:49:30,2020-06-05 17:20:44.423,inbound
5798_490005323N_2020-06-05_inbound_0,490005323N,2020-06-05 17:35:43,2020-06-05 17:14:04.054,inbound
6892_490010068N_2020-06-05_inbound_0,490010068N,2020-06-05 17:38:43,2020-06-05 17:09:26.843,inbound
6894_490012255S_2020-06-05_outbound_0,490012255S,2020-06-05 17:39:44,2020-06-05 17:10:47.375,outbound
7335_490000038J_2020-06-05_outbound_0,490000038J,2020-06-05 17:41:08,2020-06-05 17:12:12.576,outbound
6894_490006025N_2020-06-05_outbound_0,490006025N,2020-06-05 17:42:27,2020-06-05 17:12:39.25,outbound
6890_490010161E_2020-06-05_inbound_0,490010161E,2020-06-05 17:29:48,2020-06-05 17:17:25.244,inbound
7335_490013550E_2020-06-05_outbound_0,490013550E,2020-06-05 17:51:19,2020-06-05 17:22:18.061,outbound
6890_490011823S_2020-06-05_outbound_1,490011823S,2020-06-05 18:12:48,2020-06-05 18:07:39.118,outbound
6504_490008507S_2020-06-05_outbound_1,490008507S,2020-06-05 18:08:42,2020-06-05 18:03:51.125,outbound
7277_490014457B_2020-06-05_inbound_1,490014457B,2020-06-05 18:13:40,2020-06-05 18:07:46.545,inbound
7275_490000038F_2020-06-05_outbound_1,490000038F,2020-06-05 18:12:23,2020-06-05 18:07:48.658,outbound
6888_490012633S_2020-06-05_inbound_1,490012633S,2020-06-05 18:06:12,2020-06-05 18:03:55.382,inbound
7275_490004584N_2020-06-05_outbound_1,490004584N,2020-06-05 18:06:12,2020-06-05 18:03:57.578,outbound
6894_490007774N_2020-06-05_outbound_1,490007774N,2020-06-05 18:09:53,2020-06-05 18:08:00.024,outbound
6895_490013517S_2020-06-05_outbound_1,490013517S,2020-06-05 18:08:54,2020-06-05 18:08:02.861,outbound
5494_490013846N_2020-06-05_inbound_1,490013846N,2020-06-05 18:10:06,2020-06-05 18:08:06.453,inbound
5494_490G000925_2020-06-05_inbound_1,490G000925,2020-06-05 18:13:56,2020-06-05 18:08:07.695,inbound
6895_490012881S_2020-06-05_outbound_1,490012881S,2020-06-05 18:12:41,2020-06-05 18:07:17.071,outbound
6888_490014373LC_2020-06-05_inbound_1,490014373LC,2020-06-05 18:13:14,2020-06-05 18:07:21.906,inbound
6896_490007626B_2020-06-05_outbound_1,490007626B,2020-06-05 18:13:58,2020-06-05 18:07:24.078,outbound
6894_490006092S_2020-06-05_outbound_1,490006092S,2020-06-05 18:08:36,2020-06-05 18:07:31.04,outbound
7275_490002083A_2020-06-05_outbound_1,490002083A,2020-06-05 18:07:54,2020-06-05 18:07:32.345,outbound
6888_490006025N_2020-06-05_inbound_1,490006025N,2020-06-05 18:09:19,2020-06-05 18:07:34.562,inbound
7277_490002083A_2020-06-05_inbound_1,490002083A,2020-06-05 18:15:07,2020-06-05 18:07:38.665,inbound
5494_490012881S_2020-06-05_inbound_1,490012881S,2020-06-05 18:09:22,2020-06-05 18:07:40.548,inbound
6894_490008507S_2020-06-05_outbound_1,490008507S,2020-06-05 18:13:01,2020-06-05 18:03:51.125,outbound
6504_490008757S_2020-06-05_outbound_1,490008757S,2020-06-05 18:03:49,2020-06-05 18:03:52.39,outbound
7277_490000038F_2020-06-05_inbound_1,490000038F,2020-06-05 18:12:21,2020-06-05 18:07:48.658,inbound
6894_490012181N_2020-06-05_outbound_1,490012181N,2020-06-05 18:07:19,2020-06-05 18:03:58.855,outbound
6890_490014374N_2020-06-05_outbound_1,490014374N,2020-06-05 18:09:57,2020-06-05 18:07:58.883,outbound
5798_490010068N_2020-06-05_inbound_0,490010068N,2020-06-05 18:03:59,2020-06-05 18:04:03.108,inbound
5494_490000146B_2020-06-05_inbound_1,490000146B,2020-06-05 18:12:21,2020-06-05 18:07:18.399,inbound
5798_490012462N_2020-06-05_inbound_0,490012462N,2020-06-05 18:09:11,2020-06-05 18:03:50.241,inbound
6894_490008757S_2020-06-05_outbound_1,490008757S,2020-06-05 18:08:58,2020-06-05 18:03:52.39,outbound
6894_490005323N_2020-06-05_outbound_1,490005323N,2020-06-05 18:04:50,2020-06-05 18:03:53.667,outbound
5494_490011878N_2020-06-05_inbound_1,490011878N,2020-06-05 18:05:45,2020-06-05 18:03:56.683,inbound
7277_490012438S_2020-06-05_inbound_1,490012438S,2020-06-05 18:04:20,2020-06-05 18:04:00.132,inbound
6888_490010068N_2020-06-05_inbound_1,490010068N,2020-06-05 18:12:15,2020-06-05 18:08:01.827,inbound
7335_490013550W_2020-06-05_inbound_1,490013550W,2020-06-05 18:13:35,2020-06-05 18:04:05.28,inbound
6888_490010554S2_2020-06-05_inbound_1,490010554S2,2020-06-05 18:08:02,2020-06-05 18:08:08.233,inbound
6888_490009645W_2020-06-05_inbound_1,490009645W,2020-06-05 18:13:47,2020-06-05 18:07:19.263,inbound
6895_490003352S_2020-06-05_outbound_1,490003352S,2020-06-05 18:07:45,2020-06-05 18:07:21.008,outbound
6888_490008277W_2020-06-05_inbound_1,490008277W,2020-06-05 18:12:31,2020-06-05 18:07:23.212,inbound
7275_490003602N_2020-06-05_outbound_1,490003602N,2020-06-05 18:15:11,2020-06-05 18:07:30.164,outbound
7335_490008507N2_2020-06-05_inbound_1,490008507N2,2020-06-05 18:11:00,2020-06-05 18:07:33.642,inbound
5494_490011031S_2020-06-05_inbound_1,490011031S,2020-06-05 18:08:05,2020-06-05 18:07:37.68,inbound
5494_490004584N_2020-06-05_inbound_1,490004584N,2020-06-05 18:08:19,2020-06-05 18:03:47.968,inbound
7335_490002061N_2020-06-05_inbound_1,490002061N,2020-06-05 18:11:31,2020-06-05 18:03:51.547,inbound
7275_490005323N_2020-06-05_outbound_1,490005323N,2020-06-05 18:13:36,2020-06-05 18:07:47.149,outbound
6504_490012438S_2020-06-05_outbound_1,490012438S,2020-06-05 18:04:14,2020-06-05 18:03:55.828,outbound
7277_490011878N_2020-06-05_inbound_1,490011878N,2020-06-05 18:15:22,2020-06-05 18:07:52.047,inbound
5494_490006614S_2020-06-05_inbound_1,490006614S,2020-06-05 18:11:12,2020-06-05 18:07:53.993,inbound
7335_490012438S_2020-06-05_inbound_1,490012438S,2020-06-05 18:15:21,2020-06-05 18:04:00.132,inbound
5798_490012569E_2020-06-05_inbound_0,490012569E,2020-06-05 18:12:51,2020-06-05 18:08:00.655,inbound
7277_490014483E_2020-06-05_inbound_1,490014483E,2020-06-05 18:08:43,2020-06-05 18:08:03.461,inbound
6504_490002061B_2020-06-05_outbound_1,490002061B,2020-06-05 18:06:44,2020-06-05 18:04:06.953,outbound
6896_490010161E_2020-06-05_outbound_1,490010161E,2020-06-05 18:10:20,2020-06-05 18:07:17.477,outbound
6890_490009645W_2020-06-05_outbound_1,490009645W,2020-06-05 18:07:44,2020-06-05 18:07:31.47,outbound
5494_490003352S_2020-06-05_inbound_1,490003352S,2020-06-05 18:14:46,2020-06-05 18:07:35,inbound
5798_490010161E_2020-06-05_inbound_0,490010161E,2020-06-05 18:11:36,2020-06-05 18:07:41.002,inbound
6894_490012438S_2020-06-05_outbound_1,490012438S,2020-06-05 18:09:23,2020-06-05 18:03:55.828,outbound
7277_490006092S_2020-06-05_inbound_1,490006092S,2020-06-05 18:05:36,2020-06-05 18:03:59.281,inbound
7335_490009924S_2020-06-05_inbound_1,490009924S,2020-06-05 18:12:25,2020-06-05 18:04:01.389,inbound
6894_490002061B_2020-06-05_outbound_1,490002061B,2020-06-05 18:11:54,2020-06-05 18:08:07.092,outbound
7275_490000038J_2020-06-05_outbound_1,490000038J,2020-06-05 18:11:07,2020-06-05 18:07:18.828,outbound
6888_490014374N_2020-06-05_inbound_1,490014374N,2020-06-05 18:11:37,2020-06-05 18:07:24.92,inbound
6895_490003783S_2020-06-05_outbound_1,490003783S,2020-06-05 18:12:28,2020-06-05 18:07:32.783,outbound
