vehicle_id,bus_stop_id,time_of_arrival,time_of_req,direction
5451_490013550W_2020-05-20_inbound_4,490013550W,2020-05-20 16:57:22,2020-05-20 16:35:58.872,inbound
6140_490012881S_2020-05-20_outbound_3,490012881S,2020-05-20 17:00:40,2020-05-20 16:53:21.552,outbound
5798_490009645W_2020-05-20_inbound_6,490009645W,2020-05-20 17:02:02,2020-05-20 16:53:23.615,inbound
7275_490009159S_2020-05-20_outbound_6,490009159S,2020-05-20 16:55:36,2020-05-20 16:45:12.675,outbound
7275_490000038F_2020-05-20_outbound_6,490000038F,2020-05-20 17:02:38,2020-05-20 16:55:36.835,outbound
5663_490012569E_2020-05-20_outbound_4,490012569E,2020-05-20 17:04:23,2020-05-20 16:37:44.655,outbound
5451_490012181N_2020-05-20_inbound_3,490012181N,2020-05-20 17:01:04,2020-05-20 16:37:47.186,inbound
6888_490005323N_2020-05-20_inbound_4,490005323N,2020-05-20 16:55:47,2020-05-20 16:37:50.065,inbound
7335_490002083A_2020-05-20_inbound_5,490002083A,2020-05-20 17:02:37,2020-05-20 16:37:52.248,inbound
5494_490008507S_2020-05-20_outbound_4,490008507S,2020-05-20 17:04:29,2020-05-20 16:37:55.741,outbound
6893_490005323N_2020-05-20_outbound_4,490005323N,2020-05-20 16:58:42,2020-05-20 16:37:58.429,outbound
6891_490009645W_2020-05-20_inbound_3,490009645W,2020-05-20 17:05:50,2020-05-20 16:53:23.615,inbound
5661_490012255S_2020-05-20_outbound_5,490012255S,2020-05-20 17:06:39,2020-05-20 16:39:36.489,outbound
7335_490002061N_2020-05-20_inbound_5,490002061N,2020-05-20 16:45:38,2020-05-20 16:39:43.888,inbound
5798_490000146B_2020-05-20_inbound_5,490000146B,2020-05-20 16:47:57,2020-05-20 16:39:23.849,inbound
5494_490000038F_2020-05-20_outbound_3,490000038F,2020-05-20 16:55:05,2020-05-20 16:47:39.333,outbound
5798_490003352S_2020-05-20_inbound_5,490003352S,2020-05-20 16:50:41,2020-05-20 16:41:25.438,inbound
5451_490008507S_2020-05-20_outbound_2,490008507S,2020-05-20 16:51:30,2020-05-20 16:37:55.741,outbound
6893_490012438S_2020-05-20_outbound_5,490012438S,2020-05-20 17:01:17,2020-05-20 16:35:44.878,outbound
6140_490004584N_2020-05-20_outbound_3,490004584N,2020-05-20 17:05:57,2020-05-20 16:39:49.738,outbound
6892_490010160E1_2020-05-20_inbound_5,490010160E1,2020-05-20 16:46:54,2020-05-20 16:35:51.481,inbound
5494_490007774N_2020-05-20_outbound_4,490007774N,2020-05-20 17:03:13,2020-05-20 16:49:57.71,outbound
7275_490013517S_2020-05-20_outbound_5,490013517S,2020-05-20 16:49:48,2020-05-20 16:50:00.793,outbound
6888_490013550W_2020-05-20_inbound_3,490013550W,2020-05-20 16:50:50,2020-05-20 16:50:04.309,inbound
5661_490010161E_2020-05-20_outbound_5,490010161E,2020-05-20 16:55:23,2020-05-20 16:53:21.974,outbound
7335_490003602N_2020-05-20_inbound_5,490003602N,2020-05-20 16:52:48,2020-05-20 16:45:09.894,inbound
5494_490002061N_2020-05-20_outbound_4,490002061N,2020-05-20 17:05:30,2020-05-20 16:55:35.172,outbound
5494_490006092S_2020-05-20_outbound_3,490006092S,2020-05-20 17:01:16,2020-05-20 16:45:16.777,outbound
6888_490012181N_2020-05-20_inbound_4,490012181N,2020-05-20 16:53:05,2020-05-20 16:45:19.058,inbound
5494_490009545S_2020-05-20_outbound_3,490009545S,2020-05-20 16:58:53,2020-05-20 16:45:22.492,outbound
6888_490002083A_2020-05-20_inbound_4,490002083A,2020-05-20 17:04:04,2020-05-20 16:37:52.248,inbound
5451_490002061N_2020-05-20_inbound_3,490002061N,2020-05-20 16:54:59,2020-05-20 16:47:36.474,inbound
7335_490009545N_2020-05-20_inbound_5,490009545N,2020-05-20 16:53:12,2020-05-20 16:47:38.927,inbound
6893_490002061B_2020-05-20_outbound_5,490002061B,2020-05-20 17:04:17,2020-05-20 16:50:06.035,outbound
5451_490006092S_2020-05-20_outbound_2,490006092S,2020-05-20 16:46:09,2020-05-20 16:45:16.777,outbound
5451_490012438S_2020-05-20_outbound_2,490012438S,2020-05-20 16:47:34,2020-05-20 16:41:37.353,outbound
7275_490011653S_2020-05-20_outbound_5,490011653S,2020-05-20 16:45:57,2020-05-20 16:45:15.535,outbound
6140_490012255S_2020-05-20_outbound_2,490012255S,2020-05-20 16:47:18,2020-05-20 16:45:21.152,outbound
6888_490002061N_2020-05-20_inbound_3,490002061N,2020-05-20 16:47:41,2020-05-20 16:47:36.474,inbound
7335_490008757N_2020-05-20_inbound_5,490008757N,2020-05-20 16:49:40,2020-05-20 16:47:41.758,inbound
6891_490006614S_2020-05-20_inbound_2,490006614S,2020-05-20 16:54:11,2020-05-20 16:35:48.129,inbound
7335_490012438S_2020-05-20_inbound_5,490012438S,2020-05-20 16:49:36,2020-05-20 16:41:41.65,inbound
6893_490007774N_2020-05-20_outbound_5,490007774N,2020-05-20 17:02:03,2020-05-20 16:35:54.225,outbound
6140_490013517S_2020-05-20_outbound_3,490013517S,2020-05-20 16:57:58,2020-05-20 16:35:56.753,outbound
6891_490013517S_2020-05-20_inbound_3,490013517S,2020-05-20 16:57:21,2020-05-20 16:36:00.215,inbound
5663_490010161E_2020-05-20_outbound_4,490010161E,2020-05-20 17:06:00,2020-05-20 16:37:36.062,outbound
5451_490003602N_2020-05-20_inbound_3,490003602N,2020-05-20 17:02:44,2020-05-20 16:37:38.211,inbound
5798_490008277W_2020-05-20_inbound_6,490008277W,2020-05-20 17:01:21,2020-05-20 16:55:35.605,inbound
6888_490000038F_2020-05-20_inbound_4,490000038F,2020-05-20 17:00:37,2020-05-20 16:55:36.835,inbound
6893_490006092S_2020-05-20_outbound_5,490006092S,2020-05-20 17:01:17,2020-05-20 16:37:45.075,outbound
5451_490008507N2_2020-05-20_inbound_3,490008507N2,2020-05-20 16:55:43,2020-05-20 16:37:47.606,inbound
6893_490009545S_2020-05-20_outbound_5,490009545S,2020-05-20 16:59:41,2020-05-20 16:37:50.514,outbound
7335_490004584N_2020-05-20_inbound_6,490004584N,2020-05-20 17:04:45,2020-05-20 16:37:53.117,inbound
7275_490000146B_2020-05-20_outbound_5,490000146B,2020-05-20 16:50:59,2020-05-20 16:47:36.88,outbound
5451_490009545N_2020-05-20_inbound_3,490009545N,2020-05-20 17:02:37,2020-05-20 16:37:59.091,inbound
6891_490013846N_2020-05-20_inbound_2,490013846N,2020-05-20 16:52:49,2020-05-20 16:36:01.066,inbound
6892_490005945G_2020-05-20_inbound_6,490005945G,2020-05-20 16:50:30,2020-05-20 16:37:36.483,inbound
6888_490003602N_2020-05-20_inbound_4,490003602N,2020-05-20 16:55:38,2020-05-20 16:53:24.021,inbound
6891_490008277W_2020-05-20_inbound_3,490008277W,2020-05-20 17:04:39,2020-05-20 16:55:35.605,inbound
5798_490014374N_2020-05-20_inbound_6,490014374N,2020-05-20 17:00:03,2020-05-20 16:55:37.25,inbound
5661_490009645W_2020-05-20_outbound_5,490009645W,2020-05-20 17:01:36,2020-05-20 16:55:39.343,outbound
6891_490006025N_2020-05-20_inbound_3,490006025N,2020-05-20 17:01:21,2020-05-20 16:37:48.436,inbound
7275_490011031S_2020-05-20_outbound_5,490011031S,2020-05-20 16:53:48,2020-05-20 16:45:22.908,outbound
6888_490004584N_2020-05-20_inbound_4,490004584N,2020-05-20 17:06:20,2020-05-20 16:37:53.117,inbound
6140_490000146B_2020-05-20_outbound_3,490000146B,2020-05-20 17:00:21,2020-05-20 16:37:56.536,outbound
6888_490009545N_2020-05-20_inbound_4,490009545N,2020-05-20 16:54:58,2020-05-20 16:37:59.091,inbound
6140_490009159S_2020-05-20_outbound_3,490009159S,2020-05-20 17:06:39,2020-05-20 16:39:27.868,outbound
5494_490003783S_2020-05-20_outbound_3,490003783S,2020-05-20 16:45:33,2020-05-20 16:45:18.488,outbound
5451_490008757S_2020-05-20_outbound_2,490008757S,2020-05-20 16:47:43,2020-05-20 16:37:56.966,outbound
5451_490006345E_2020-05-20_outbound_2,490006345E,2020-05-20 16:49:36,2020-05-20 16:35:58.132,outbound
5494_490000038J_2020-05-20_outbound_3,490000038J,2020-05-20 16:55:41,2020-05-20 16:53:23.208,outbound
6893_490011031S_2020-05-20_outbound_4,490011031S,2020-05-20 16:48:39,2020-05-20 16:37:50.945,outbound
5451_490008757N_2020-05-20_inbound_3,490008757N,2020-05-20 17:00:18,2020-05-20 16:35:45.585,inbound
7275_490015151H_2020-05-20_outbound_5,490015151H,2020-05-20 16:50:09,2020-05-20 16:47:43.821,outbound
5451_490012438S_2020-05-20_inbound_3,490012438S,2020-05-20 16:59:27,2020-05-20 16:35:52.144,inbound
6892_490012569E_2020-05-20_inbound_5,490012569E,2020-05-20 16:47:42,2020-05-20 16:35:54.7,inbound
7335_490014483E_2020-05-20_inbound_5,490014483E,2020-05-20 16:59:34,2020-05-20 16:53:24.443,inbound
6888_490008757N_2020-05-20_inbound_4,490008757N,2020-05-20 16:51:37,2020-05-20 16:47:41.758,inbound
6893_490002061N_2020-05-20_outbound_5,490002061N,2020-05-20 17:04:59,2020-05-20 16:55:35.172,outbound
6891_490012881S_2020-05-20_inbound_2,490012881S,2020-05-20 16:50:45,2020-05-20 16:41:30.562,inbound
5494_490002083A_2020-05-20_outbound_3,490002083A,2020-05-20 16:50:40,2020-05-20 16:45:18.082,outbound
5494_490011031S_2020-05-20_outbound_3,490011031S,2020-05-20 16:47:23,2020-05-20 16:45:22.908,outbound
7335_490009924S_2020-05-20_inbound_5,490009924S,2020-05-20 16:47:09,2020-05-20 16:39:53.84,inbound
7335_490013550W_2020-05-20_inbound_5,490013550W,2020-05-20 16:47:46,2020-05-20 16:38:11.701,inbound
6893_490002083A_2020-05-20_outbound_4,490002083A,2020-05-20 16:52:44,2020-05-20 16:45:18.082,outbound
6891_490002083A_2020-05-20_inbound_2,490002083A,2020-05-20 16:46:38,2020-05-20 16:41:28.889,inbound
5494_490005323N_2020-05-20_outbound_3,490005323N,2020-05-20 16:57:43,2020-05-20 16:47:38.508,outbound
6891_490011878N_2020-05-20_inbound_2,490011878N,2020-05-20 16:47:06,2020-05-20 16:41:38.156,inbound
6140_490015151H_2020-05-20_outbound_3,490015151H,2020-05-20 16:57:57,2020-05-20 16:35:49.504,outbound
6888_490012438S_2020-05-20_inbound_3,490012438S,2020-05-20 16:52:34,2020-05-20 16:49:55.996,inbound
6892_490009644E_2020-05-20_inbound_5,490009644E,2020-05-20 16:45:50,2020-05-20 16:41:44.134,inbound
7275_490014483E_2020-05-20_outbound_6,490014483E,2020-05-20 17:01:46,2020-05-20 16:50:01.46,outbound
5451_490002061B_2020-05-20_outbound_2,490002061B,2020-05-20 16:50:13,2020-05-20 16:36:01.715,outbound
6891_490000146B_2020-05-20_inbound_2,490000146B,2020-05-20 16:53:42,2020-05-20 16:53:22.809,inbound
5661_490009644G_2020-05-20_outbound_5,490009644G,2020-05-20 16:57:27,2020-05-20 16:53:24.84,outbound
5661_490010160E1_2020-05-20_outbound_5,490010160E1,2020-05-20 16:55:10,2020-05-20 16:37:42.155,outbound
6891_490014374N_2020-05-20_inbound_3,490014374N,2020-05-20 17:03:51,2020-05-20 16:55:37.25,inbound
5661_490005945G_2020-05-20_outbound_5,490005945G,2020-05-20 16:51:25,2020-05-20 16:37:45.92,outbound
6891_490003352S_2020-05-20_inbound_3,490003352S,2020-05-20 16:58:11,2020-05-20 16:37:48.841,inbound
6140_490011031S_2020-05-20_outbound_3,490011031S,2020-05-20 17:03:05,2020-05-20 16:37:50.945,outbound
7275_490006614S_2020-05-20_outbound_5,490006614S,2020-05-20 16:51:23,2020-05-20 16:45:25.472,outbound
5494_490008757S_2020-05-20_outbound_3,490008757S,2020-05-20 17:02:06,2020-05-20 16:47:37.277,outbound
5451_490007774N_2020-05-20_outbound_2,490007774N,2020-05-20 16:48:19,2020-05-20 16:41:43.28,outbound
5798_490013517S_2020-05-20_inbound_5,490013517S,2020-05-20 16:50:06,2020-05-20 16:50:05.201,inbound
7275_490003352S_2020-05-20_outbound_5,490003352S,2020-05-20 16:47:15,2020-05-20 16:45:11.331,outbound
6893_490003783S_2020-05-20_outbound_4,490003783S,2020-05-20 16:46:27,2020-05-20 16:45:18.488,outbound
6140_490011823S_2020-05-20_outbound_3,490011823S,2020-05-20 16:48:24,2020-05-20 16:45:24.57,outbound
7335_490011878N_2020-05-20_inbound_5,490011878N,2020-05-20 17:02:27,2020-05-20 16:35:46.113,inbound
5494_490012181N_2020-05-20_outbound_3,490012181N,2020-05-20 17:00:34,2020-05-20 16:47:44.227,outbound
5494_490014483E_2020-05-20_outbound_3,490014483E,2020-05-20 16:53:17,2020-05-20 16:50:01.46,outbound
5798_490009644E_2020-05-20_inbound_6,490009644E,2020-05-20 17:04:23,2020-05-20 16:35:55.272,inbound
5494_490002061B_2020-05-20_outbound_4,490002061B,2020-05-20 17:03:43,2020-05-20 16:41:48.327,outbound
6893_490000038J_2020-05-20_outbound_4,490000038J,2020-05-20 16:55:29,2020-05-20 16:53:23.208,outbound
6140_490003352S_2020-05-20_outbound_3,490003352S,2020-05-20 16:54:49,2020-05-20 16:53:25.262,outbound
5663_490010160E1_2020-05-20_outbound_4,490010160E1,2020-05-20 17:05:10,2020-05-20 16:37:42.155,outbound
6140_490011653S_2020-05-20_outbound_3,490011653S,2020-05-20 16:56:00,2020-05-20 16:37:43.825,outbound
5663_490005945G_2020-05-20_outbound_4,490005945G,2020-05-20 17:01:28,2020-05-20 16:37:45.92,outbound
5661_490005945K_2020-05-20_outbound_5,490005945K,2020-05-20 16:52:40,2020-05-20 16:37:49.664,outbound
6891_490011031S_2020-05-20_inbound_2,490011031S,2020-05-20 16:49:59,2020-05-20 16:41:28.078,inbound
6140_490006614S_2020-05-20_outbound_3,490006614S,2020-05-20 17:00:29,2020-05-20 16:37:53.514,outbound
6893_490008757S_2020-05-20_outbound_5,490008757S,2020-05-20 17:02:07,2020-05-20 16:37:56.966,outbound
5661_490014374N_2020-05-20_outbound_5,490014374N,2020-05-20 17:05:46,2020-05-20 16:38:06.774,outbound
7335_490008507N2_2020-05-20_inbound_5,490008507N2,2020-05-20 16:45:23,2020-05-20 16:45:19.486,inbound
5451_490013550E_2020-05-20_outbound_2,490013550E,2020-05-20 16:48:01,2020-05-20 16:45:23.73,outbound
5494_490004584N_2020-05-20_outbound_3,490004584N,2020-05-20 16:48:34,2020-05-20 16:47:42.997,outbound
7335_490007774N_2020-05-20_inbound_5,490007774N,2020-05-20 16:48:57,2020-05-20 16:45:11.741,inbound
7335_490012181N_2020-05-20_inbound_5,490012181N,2020-05-20 16:52:28,2020-05-20 16:45:19.058,inbound
6891_490004584N_2020-05-20_inbound_2,490004584N,2020-05-20 16:49:51,2020-05-20 16:20:35.923,inbound
5661_490008277W_2020-05-20_outbound_5,490008277W,2020-05-20 17:04:52,2020-05-20 16:35:43.872,outbound
6888_490011878N_2020-05-20_inbound_4,490011878N,2020-05-20 17:04:31,2020-05-20 16:35:46.113,inbound
6893_490012181N_2020-05-20_outbound_5,490012181N,2020-05-20 17:00:31,2020-05-20 16:35:50.238,outbound
6893_490014483E_2020-05-20_outbound_4,490014483E,2020-05-20 16:53:24,2020-05-20 16:50:01.46,outbound
5798_490010068N_2020-05-20_inbound_6,490010068N,2020-05-20 16:57:04,2020-05-20 16:49:59.457,inbound
6888_490014483E_2020-05-20_inbound_4,490014483E,2020-05-20 17:01:31,2020-05-20 16:53:24.443,inbound
6891_490G000925_2020-05-20_inbound_2,490G000925,2020-05-20 16:56:46,2020-05-20 16:36:02.757,inbound
7335_490000038J_2020-05-20_inbound_5,490000038J,2020-05-20 16:57:55,2020-05-20 16:37:37.34,inbound
5451_490007774N_2020-05-20_inbound_3,490007774N,2020-05-20 16:58:44,2020-05-20 16:53:25.661,inbound
5661_490007626B_2020-05-20_outbound_5,490007626B,2020-05-20 16:58:03,2020-05-20 16:55:36.417,outbound
5494_490003602N_2020-05-20_outbound_3,490003602N,2020-05-20 16:59:53,2020-05-20 16:45:15.941,outbound
7275_490002083A_2020-05-20_outbound_6,490002083A,2020-05-20 16:57:39,2020-05-20 16:45:18.082,outbound
5663_490005945K_2020-05-20_outbound_4,490005945K,2020-05-20 17:02:51,2020-05-20 16:37:49.664,outbound
7335_490011031S_2020-05-20_inbound_6,490011031S,2020-05-20 17:05:36,2020-05-20 16:37:51.331,inbound
6140_490012633S_2020-05-20_outbound_3,490012633S,2020-05-20 16:56:35,2020-05-20 16:37:54.466,outbound
5798_490007626B_2020-05-20_inbound_6,490007626B,2020-05-20 17:03:12,2020-05-20 16:37:57.373,inbound
5798_490006614S_2020-05-20_inbound_5,490006614S,2020-05-20 16:46:42,2020-05-20 16:38:03.804,inbound
5494_490009159S_2020-05-20_outbound_3,490009159S,2020-05-20 16:49:47,2020-05-20 16:45:12.675,outbound
6888_490008507N2_2020-05-20_inbound_2,490008507N2,2020-05-20 16:46:33,2020-05-20 16:45:19.486,inbound
6893_490006614S_2020-05-20_outbound_4,490006614S,2020-05-20 16:45:52,2020-05-20 16:45:25.472,outbound
5798_490012633S_2020-05-20_inbound_5,490012633S,2020-05-20 16:51:23,2020-05-20 16:47:40.949,inbound
6140_490006025N_2020-05-20_outbound_3,490006025N,2020-05-20 16:52:13,2020-05-20 16:35:46.585,outbound
7335_490006092S_2020-05-20_inbound_5,490006092S,2020-05-20 16:51:03,2020-05-20 16:41:40.782,inbound
6891_490010068N_2020-05-20_inbound_3,490010068N,2020-05-20 17:03:56,2020-05-20 16:35:55.709,inbound
5494_490006345E_2020-05-20_outbound_4,490006345E,2020-05-20 17:04:19,2020-05-20 16:50:01.878,outbound
5798_490010554S2_2020-05-20_inbound_5,490010554S2,2020-05-20 16:52:43,2020-05-20 16:50:06.887,inbound
7275_490000038J_2020-05-20_outbound_6,490000038J,2020-05-20 17:04:25,2020-05-20 16:53:23.208,outbound
6888_490007774N_2020-05-20_inbound_3,490007774N,2020-05-20 16:49:09,2020-05-20 16:45:11.741,inbound
7335_490000038F_2020-05-20_inbound_5,490000038F,2020-05-20 16:55:38,2020-05-20 16:55:36.835,inbound
6893_490003602N_2020-05-20_outbound_5,490003602N,2020-05-20 17:00:19,2020-05-20 16:37:44.264,outbound
7275_490003783S_2020-05-20_outbound_4,490003783S,2020-05-20 16:52:26,2020-05-20 16:45:18.488,outbound
7335_490005323N_2020-05-20_inbound_5,490005323N,2020-05-20 16:55:18,2020-05-20 16:45:22.07,inbound
5494_490013550E_2020-05-20_outbound_4,490013550E,2020-05-20 16:59:20,2020-05-20 16:37:51.794,outbound
5798_490012462N_2020-05-20_inbound_6,490012462N,2020-05-20 17:00:37,2020-05-20 16:37:54.858,inbound
7335_490014457B_2020-05-20_inbound_5,490014457B,2020-05-20 17:00:13,2020-05-20 16:37:57.977,inbound
5494_490008507N2_2020-05-20_inbound_5,490008507N2,2020-05-20 17:06:21,2020-05-20 16:39:34.611,inbound
5798_490010161E_2020-05-20_inbound_6,490010161E,2020-05-20 17:06:28,2020-05-20 16:39:41.833,inbound
5451_490000038J_2020-05-20_inbound_3,490000038J,2020-05-20 17:08:24,2020-05-20 16:39:24.267,inbound
6891_490012462N_2020-05-20_inbound_3,490012462N,2020-05-20 17:08:47,2020-05-20 16:39:42.656,inbound
5494_490013550W_2020-05-20_inbound_6,490013550W,2020-05-20 17:13:27,2020-05-20 17:11:48.468,inbound
5798_490005945G_2020-05-20_inbound_6,490005945G,2020-05-20 17:10:49,2020-05-20 16:41:09.905,inbound
5451_490014457B_2020-05-20_inbound_4,490014457B,2020-05-20 17:13:27,2020-05-20 17:11:36.781,inbound
6140_490000038J_2020-05-20_outbound_3,490000038J,2020-05-20 17:12:15,2020-05-20 16:45:09.069,outbound
5451_490002083A_2020-05-20_inbound_3,490002083A,2020-05-20 17:15:36,2020-05-20 17:11:30.075,inbound
5494_490008757N_2020-05-20_inbound_6,490008757N,2020-05-20 17:15:51,2020-05-20 17:11:39.762,inbound
5661_490013517S_2020-05-20_outbound_5,490013517S,2020-05-20 17:12:01,2020-05-20 17:11:47.234,outbound
5661_490012881S_2020-05-20_outbound_5,490012881S,2020-05-20 17:20:37,2020-05-20 16:53:21.552,outbound
6893_490007774N_2020-05-20_inbound_6,490007774N,2020-05-20 17:19:39,2020-05-20 16:53:25.661,inbound
5661_490011653S_2020-05-20_outbound_5,490011653S,2020-05-20 17:15:15,2020-05-20 16:55:37.668,outbound
6892_490003783S_2020-05-20_outbound_6,490003783S,2020-05-20 17:38:45,2020-05-20 17:11:24.45,outbound
5798_490007535S_2020-05-20_outbound_6,490007535S,2020-05-20 17:37:28,2020-05-20 17:11:25.711,outbound
5798_490005945K_2020-05-20_outbound_6,490005945K,2020-05-20 17:24:37,2020-05-20 17:11:27.39,outbound
6892_490011031S_2020-05-20_outbound_6,490011031S,2020-05-20 17:40:43,2020-05-20 17:11:28.655,outbound
5798_490011823S_2020-05-20_outbound_6,490011823S,2020-05-20 17:39:07,2020-05-20 17:11:30.624,outbound
7335_490010161E_2020-05-20_inbound_6,490010161E,2020-05-20 17:24:02,2020-05-20 17:11:32.856,inbound
6140_490008507S_2020-05-20_outbound_3,490008507S,2020-05-20 17:23:48,2020-05-20 17:11:34.716,outbound
7335_490007626B_2020-05-20_inbound_6,490007626B,2020-05-20 17:21:36,2020-05-20 17:11:36.375,inbound
5661_490000038F_2020-05-20_outbound_5,490000038F,2020-05-20 17:26:34,2020-05-20 17:11:38.062,outbound
6893_490008757N_2020-05-20_inbound_6,490008757N,2020-05-20 17:21:01,2020-05-20 17:11:39.762,inbound
5494_490006614S_2020-05-20_inbound_6,490006614S,2020-05-20 17:31:30,2020-05-20 17:11:41.421,inbound
7275_490006092S_2020-05-20_inbound_7,490006092S,2020-05-20 17:32:39,2020-05-20 17:11:42.656,inbound
7275_490009924S_2020-05-20_inbound_7,490009924S,2020-05-20 17:28:21,2020-05-20 17:11:44.747,inbound
5451_490011823S_2020-05-20_inbound_4,490011823S,2020-05-20 17:31:45,2020-05-20 17:11:46.812,inbound
6140_490013550W_2020-05-20_inbound_4,490013550W,2020-05-20 17:40:34,2020-05-20 17:11:48.468,inbound
6893_490G000925_2020-05-20_inbound_6,490G000925,2020-05-20 17:40:42,2020-05-20 17:11:50.531,inbound
6893_490008507S_2020-05-20_outbound_5,490008507S,2020-05-20 17:07:37,2020-05-20 16:39:43.466,outbound
7335_490013846N_2020-05-20_inbound_6,490013846N,2020-05-20 17:07:46,2020-05-20 16:39:59.402,inbound
7335_490000146B_2020-05-20_inbound_6,490000146B,2020-05-20 17:10:54,2020-05-20 16:41:10.311,inbound
7275_490012438S_2020-05-20_outbound_6,490012438S,2020-05-20 17:13:18,2020-05-20 17:11:39.359,outbound
5494_490007774N_2020-05-20_inbound_6,490007774N,2020-05-20 17:12:21,2020-05-20 16:45:11.741,inbound
5451_490004584N_2020-05-20_inbound_3,490004584N,2020-05-20 17:17:36,2020-05-20 17:11:31.294,inbound
5451_490011878N_2020-05-20_inbound_4,490011878N,2020-05-20 17:15:56,2020-05-20 17:11:40.187,inbound
6893_490013550W_2020-05-20_inbound_6,490013550W,2020-05-20 17:18:39,2020-05-20 16:50:04.309,inbound
6892_490010161E_2020-05-20_outbound_6,490010161E,2020-05-20 17:16:48,2020-05-20 16:53:21.974,outbound
6140_490002061N_2020-05-20_outbound_3,490002061N,2020-05-20 17:20:42,2020-05-20 16:55:35.172,outbound
5663_490011653S_2020-05-20_outbound_4,490011653S,2020-05-20 17:23:35,2020-05-20 16:55:37.668,outbound
5494_490012181N_2020-05-20_inbound_6,490012181N,2020-05-20 17:16:31,2020-05-20 17:11:24.874,inbound
7335_490006025N_2020-05-20_inbound_6,490006025N,2020-05-20 17:11:31,2020-05-20 17:11:26.122,inbound
